ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,teff_gspphot
201.73183292315957,-47.66360737524422,-4.018058819557138,-6.119810527814977,0.2087934149619085,1.3816109,17.95289,18.245565,17.458426,1.0151435,5674.1807
201.74421997930065,-47.643699343240485,-3.9241557015128192,-6.249025084003568,0.1422266281224896,1.5779961,16.845285,17.220121,16.22537,1.0897459,5101.1074
201.73941421835343,-47.645340490038265,-3.7855308720948897,-6.2237818803363645,0.4074562893256099,1.7384065,18.30256,18.457375,17.686178,1.1303976,5644.3022
201.69082021875784,-47.660644675906845,-3.2848418024916697,-6.381757217157608,0.416942607193109,1.823402,18.596046,18.955534,18.168678,0.89869225,5659.6675
201.68825661183757,-47.641950112744,-3.1666805110398055,-6.079966533747406,0.1774910012603689,9.193203,13.30394,13.883094,12.57055,1.0387479,5961.762
201.7111561995991,-47.636098441742305,-3.120210444524422,-6.410481749283726,0.1773915229179716,2.725734,16.144897,16.433527,15.29872,1.0868841,5612.9424
201.73282424114228,-47.62620895872613,-3.721395506366287,-6.778673888520329,0.1351005304626113,2.3692038,15.539693,15.977324,14.869681,0.99265164,5617.0664
201.71103671391813,-47.62429966574138,-3.970542351342607,-6.403679060624731,0.3108185230561335,1.9747254,17.05824,17.375475,16.38963,1.6733918,5586.232
201.71821077140444,-47.617496240879426,-2.341775889088224,-6.247683389061786,0.5866187411769053,4.8706517,14.60311,14.659511,14.326835,3.6886415,9402.745
201.71845749587635,-47.612763653241785,-3.17418190367198,-7.061332631502887,0.2382093354234294,2.0526454,17.121246,17.525347,16.432793,0.98336357,5163.3794
201.7248375002726,-47.61808047130241,-3.2485111775815363,-7.062071181136407,0.1379223479398814,1.3467284,17.163523,17.504457,16.522211,1.0936325,5143.2476
201.75586969342723,-47.63589188296628,-3.607278690046174,-6.566834003005893,0.1289061392338233,0.54372317,18.44756,18.699823,17.812597,1.0260779,5537.2637
201.7805688412305,-47.63141984682957,-3.661596723427876,-6.376689813921605,0.3716800422615702,3.427148,17.260366,17.618715,16.63211,0.9580757,5242.2266
201.7714502780568,-47.6305882314433,-2.9904332711548927,-6.374014289052237,0.1812519306392345,0.768048,18.590767,18.863708,17.912334,1.0401027,5563.065
201.77008251731272,-47.627573793431246,-3.3334147949146353,-6.103345459042347,0.2934453835498245,1.5577991,17.978813,18.316925,17.476742,1.2661775,5567.4033
201.7751492965021,-47.62608047439575,-3.636837778337183,-5.886930794985944,0.6725009935471586,3.2619765,18.445309,18.72454,17.660055,0.9791774,5262.89
201.75660685632815,-47.62905841000802,-3.55292360537108,-6.535604264403318,0.2113027838931046,9.302653,12.456774,13.11395,11.6716585,1.1838607,4812.161
201.75470802345328,-47.634289900203115,-3.696635307819689,-6.758449593323821,0.269607320274745,2.2816885,17.176117,17.587149,16.600525,1.0061694,5173.8438
201.74565450877324,-47.629032774535936,-3.5826004000945826,-6.37351492782383,0.4160621659770513,1.6315701,18.745407,18.815737,18.0194,0.94688463,5555.5083
201.76686428993503,-47.62336139480545,-3.005015258969703,-6.766676760948712,0.1307785811002074,0.5148977,18.518253,18.967062,18.115635,1.1388383,5476.9976
201.76546423117023,-47.6219053508818,-3.2265050310945353,-7.0342045182272255,0.1532714342672219,0.77734226,17.954493,18.271622,17.468283,1.0328982,5686.673
201.7962435353199,-47.61411950428335,-4.1569255257198225,-7.1752295020879355,0.3339864332080325,1.1135768,18.450584,18.767248,17.92367,1.0232891,5502.926
201.80292909692636,-47.61940651452293,-4.010800307677798,-7.234385323116886,0.6729532574439472,3.7101462,18.002523,18.18077,17.507803,1.1233081,6079.166
201.80500919780357,-47.606904023484965,-3.5757585779866696,-6.052646678810763,0.1525171952092037,6.0190835,13.897838,14.4021435,13.163685,1.0184271,5632.2925
201.8122919628764,-47.61042178103618,-2.4701690273011128,-7.377962127996914,0.1518409561103272,1.1658206,17.521864,17.840916,17.041254,1.0464734,5651.1357
201.80886143427304,-47.60761492086705,-3.4062293300431836,-6.238002144409855,0.6925174694453052,3.2339787,17.36962,17.337616,16.478352,1.9769495,5728.4873
201.80006702377392,-47.602750639924274,-4.015160985008022,-6.694002044398351,0.1765402417933255,0.785318,18.281042,18.461252,17.761232,1.0646467,5712.9604
201.78537453895512,-47.600342904829894,-2.903449840160164,-6.494778569668661,0.4314098616537221,1.3118756,18.709057,18.986729,18.067554,0.93400973,5288.5454
201.7903146801764,-47.599395673663146,-3.8458723845149105,-6.652571160340876,0.1908293938813564,1.634447,17.34713,17.45581,16.580023,0.97696286,5669.672
201.79797947175007,-47.59665475643746,-3.5584448072107855,-7.1344622595565745,0.0527689287824166,0.31671906,18.013266,18.09171,17.288336,1.0225363,5763.438
