ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,teff_gspphot,bp_rp,absolute_G
201.78430233508843,-47.36927764802967,-2.988857520509489,-6.843708138097106,0.5205916716850788,3.5592341,17.507357,17.78657,16.925655,1.0377339,5556.7925,0.8609150000000021,6.089843080389851
201.77264177258303,-47.36410367159118,-3.8950713963775776,-7.3518113856649165,0.3168439573548027,3.578438,16.613003,17.006079,15.940413,1.0922706,5351.2065,1.0656660000000002,4.117230144768978
201.7686886137264,-47.36204427248263,-2.5594323850153113,-6.36544378756368,0.609448106732451,3.560774,18.04616,18.289904,17.40167,1.042206,5370.737,0.8882340000000006,6.970843661181313
201.864567391382,-47.309601868004634,-2.573810550750906,-6.9559429411835225,0.127438966569954,4.213727,15.01813,15.0791025,14.899839,0.9281591,9704.434,0.17926349999999935,0.5446412050989995
201.81893794858863,-47.308599862198925,-2.7379164674111243,-7.024268630063628,0.3654306248198281,3.377462,17.717083,18.050873,17.25128,1.0191475,5696.4155,0.799592999999998,5.531107702396982
201.84172336152352,-47.30246623317868,-2.8322280288644466,-6.954336626927121,0.3605086236232165,4.0334516,17.286896,17.770874,16.681465,1.0150853,4901.315,1.0894089999999998,5.071474289066181
201.92015507123517,-47.346970864700815,-3.478435979272155,-6.681191643779801,0.845994379826,3.3306284,18.941578,19.282316,18.363882,0.9782079,5405.695,0.9184340000000013,8.578415389552902
201.91676533233073,-47.32961161560767,-2.8544974843302793,-6.414469803240558,0.8114366901761043,3.299983,18.896486,19.144485,18.230629,1.1050465,5277.611,0.9138559999999991,8.442759205039533
201.89561072117868,-47.329020223293675,-2.4403928384548133,-6.695245652048835,0.134284487283302,6.9725347,13.790846,14.3258095,13.086221,0.9613316,6092.573,1.2395885,-0.5690247734540694
201.4628610991713,-47.46349174259236,-3.3070614594096996,-6.773509431551564,0.1598648583136592,3.5638196,14.919053,15.406101,14.268266,0.9720623,5979.4653,1.137834999999999,0.9378180354985979
201.4824576341477,-47.49380573975755,-2.6615762365667637,-5.855705373766293,0.4538542046820597,3.3820612,17.635313,17.966845,17.164469,1.0202852,5687.219,0.8023759999999989,5.919894816366167
201.4669238793015,-47.456666584996555,-2.918621179080481,-6.2532149969601205,0.1773160572099014,4.3593802,14.403496,14.90158,13.734413,1.0279157,6076.3765,1.1671669999999992,0.6472363289322036
201.4667641584008,-47.46104914089799,-4.224461330020304,-7.6809977439021395,0.8421767048876779,3.6563044,18.166996,18.328642,17.537138,1.0856847,5397.5576,0.7915039999999998,7.794012122023847
201.52891257941067,-47.423289269477266,-2.7028888297193436,-5.894062689049603,0.288563681030086,3.0249565,16.272236,16.54982,15.441323,1.0299444,5769.953,1.1084969999999998,3.573444346871355
201.4102239630816,-47.46320636235154,-3.3195151854411247,-6.618728937080494,1.1246831382647362,3.5169876,18.63126,18.880318,17.990396,1.2630696,5402.5737,0.8899219999999985,8.886410920298072
201.39436233581935,-47.459170063372575,-2.7744083758210665,-6.845754552057228,0.6343490212119414,4.923809,17.53046,17.888716,16.89773,1.2090946,5170.357,0.9909859999999995,6.542101370476292
